Sentence,Anger,Disgust,Fear,Joy,Sadness,Top Feeling
A nice film to watch on a sunny day.,0.026236,0.028924,0.016459,0.800966,0.045628,Joy
There is a scene in Dan in Real Life where the family is competing to see which sex can finish the crossword puzzle first.,0.033472,0.327467,0.016187,0.322554,0.19588,Disgust
The answer to one of the clues is Murphys Law anything that can go wrong will go wrong.,0.271872,0.162386,0.174038,0.001323,0.556293,Sadness
This is exactly the case for Dan Burns Steve Carell the Office a columnist for the local newspaper.,0.217069,0.494253,0.164834,0.047584,0.221776,Disgust
Dan is an expert at giving advice for everyday life yet he comes to realize that things arent so picture perfect in his own.,0.056491,0.070428,0.117258,0.290098,0.329893,Sadness
Dan in Real Life is amazing at capturing these ironies of everyday life and is successful at embracing the comedy tragedy and beauty of them all.,0.015882,0.047215,0.00914,0.709758,0.099021,Joy
Besides that this movie is pretty damn hilarious.,0.109553,0.077321,0.177658,0.137296,0.453916,Sadness
The death of his wife forces Dan to raise his three daughters all on his own.,0.20607,0.369176,0.20497,0.004725,0.406907,Sadness
Things take a turn for Dan when he goes to Rhode Island for a family reunion and stumbles across an intriguing woman in a bookstore.,0.040137,0.325257,0.145723,0.036507,0.537401,Sadness
Her name is Marie Juliette Binoche Chocolat and she is looking for a book to help her avoid awkward situations.,0.095109,0.319478,0.179249,0.025897,0.502647,Sadness
which is precisely whats in store when they get thrown into the Burns Family household.,0.388259,0.177415,0.101099,0.020254,0.4645,Sadness
If youve seen Steve Carell in The Office or Little Miss Sunshine youd know that he is incomparable with comedic timing and a tremendously dynamic actor as well.,0.0493,0.071736,0.319666,0.076432,0.487687,Sadness
Steve Carell is awesome at capturing all the emotions that come with family life the frustration and sincere compassion.,0.119288,0.022865,0.042398,0.584357,0.100587,Joy
The movie only falls short in some of the predictable outcomes yet at the same time life is made up of both irony and predictability which is an irony within itself.,0.075831,0.13789,0.23099,0.077147,0.496785,Sadness
Dan in Real Life is definitely worth seeing for the sole enjoyment of watching all the funny subtleties we often miss in everyday life and Ill most likely enjoy it a second time or even a third.,0.027777,0.057789,0.037286,0.444858,0.260602,Joy
Just put it on my tab.,0.262319,0.387759,0.095021,0.08749,0.262931,Disgust
If there was some weird inversed Oscar Academy awards festival this flick would win it all.,0.134499,0.37616,0.120853,0.115001,0.290636,Disgust
It has all the gods excellent plot extreme special effects coupled with extremely good acting skills and of course in every role there is a celebrity superstar.,0.042282,0.030982,0.016409,0.799549,0.034159,Joy
Well this could be the scenario if the world was inversed but its not.,0.058612,0.068689,0.133673,0.290396,0.315031,Sadness
Instead its the worst horror flick ever made not only bad actors that seem to read the scripts from a teleprinter with bad dyslexia but also extremely low on special effects.,0.048539,0.159365,0.672756,0.000131,0.248096,Fear
For example the devil costume which by the way is a mustsee is something of the most hilarious Ive ever seen.,0.292008,0.29517,0.129379,0.096021,0.265551,Disgust
Whenever I saw that redblack so called monster on screen I couldnt hold my laugh back.,0.100901,0.131813,0.104576,0.26103,0.309638,Sadness
And to top of things it looked like the funny creature was transported by a conveyorbelt.,0.046895,0.269894,0.127916,0.348432,0.10883,Joy
Do not do the same mistake as I did.,0.18786,0.052001,0.227663,0.005816,0.643471,Sadness
Checking IMDB seeing that the movie was released in 2003 had less than five votes and thinking Well its worth a shot cant be that bad.,0.169519,0.138007,0.193611,0.160403,0.316964,Sadness
Yes it could.,0.056535,0.070809,0.151608,0.311218,0.274049,Joy
Im not even going to waste more words on this movie.,0.24221,0.2876,0.069878,0.000226,0.57408,Sadness
Some news reporters and their military escorts try to tell the truth about a epidemic of zombies despite the government controlling the media.,0.336538,0.370753,0.143406,0.0015,0.360289,Disgust
This satire is about as subtle as a brick to the face or a bullet to the head is more apropos for this scenario.,0.161136,0.233752,0.176434,0.03155,0.510869,Sadness
Whats subversive or subtle about seeing a military guy masturbating to death and destruction Anything nuanced about the various commercials that are intercut with the film Nope.,0.108716,0.603325,0.136927,0.001547,0.32201,Disgust
Furthermore the acting is uniformly horrible the characters thoroughly unlikable and the plot inane.,0.280434,0.38262,0.186099,0.040377,0.262324,Disgust
Add this all up and you have the worst most incompetent zombie film since C. 2 reared its hideous head.,0.301213,0.172543,0.225104,0.003518,0.474233,Sadness
My Grade D. Avoid at all costs.,0.323923,0.465005,0.148419,0.011714,0.259337,Disgust
Awful simply awful.,0.425551,0.2537,0.253674,0.000877,0.285079,Anger
It proves my theory about star power.,0.045374,0.210307,0.148151,0.391314,0.095184,Joy
This is supposed to be great TV because the guy who directed battlestar Titanica is the same guy who directed this shlop schtock schtick about a chick.,0.11653,0.133674,0.101758,0.124524,0.501051,Sadness
B O R I N G. Find something a thousand times more interesting to do  like watch your TV with no picture and no sound.,0.114042,0.077657,0.615913,0.026224,0.251738,Fear
110 I rated it so high bc there arent any negative scores in the IMDb.,0.222509,0.578543,0.169567,0.034271,0.157478,Disgust
com rating system.,0.176802,0.118271,0.153459,0.10093,0.461581,Sadness
ZaphoidPS My theory about star power is the more star power used in a show the weaker the show is.,0.073417,0.282752,0.07882,0.302899,0.177365,Joy
Its called an indirect proportionality quality 1star power less sp makes for better quality etc.,0.14092,0.029074,0.069446,0.55099,0.084349,Joy
Another way to look at it is more is less.,0.224665,0.105796,0.285632,0.113096,0.300452,Sadness
Cypher is a clever effective and eerie film that delivers.,0.144062,0.128294,0.043173,0.19067,0.423317,Sadness
Its good premise is presented well and it has its content delivered in an effective manner but also in a way the genre demands.,0.095728,0.026019,0.009198,0.636631,0.105787,Joy
Although one could immediately label the film a science fiction there is a little more to it.,0.122541,0.155005,0.255465,0.058971,0.46623,Sadness
It has its obvious science fiction traits but the film resembles more of a noirdetective feel than anything else which really adds to the story.,0.164557,0.076953,0.072598,0.129146,0.523206,Sadness
The film overall plays out like its some kind of nightmare.,0.067361,0.379672,0.278331,0.105021,0.219902,Disgust
thus building and retaining a good atmosphere.,0.085069,0.064703,0.069194,0.497388,0.142684,Joy
There is also an espionage feeling to the film that aids the detective side of the story.,0.071775,0.517881,0.059716,0.117651,0.256097,Disgust
Despite a lot of switching things around twisting the plot several times and following orders that are put across in a way to make them seem that the world will end if theyre not carried out.,0.067019,0.052525,0.022782,0.139039,0.637769,Sadness
The whole thing plays out like some sort of miniCold war.,0.121162,0.343069,0.114558,0.072303,0.421755,Sadness
something that resembles the U. and the U. in their war of words heyday and it really pulls through given the black bleak often CGI littered screen that I was glued to.,0.279481,0.101265,0.221864,0.022065,0.50269,Sadness
Cyhper is very consistent in its content and has all the elements of a good film.,0.064974,0.072736,0.036412,0.672762,0.048637,Joy
To say it resembles the first Jason Bourne film only set in the scifi genre isnt cutting it enough slack but you can see the similarities.,0.327772,0.175413,0.068738,0.212212,0.18911,Anger
despite them both being released in the same year.,0.16033,0.111177,0.03361,0.361646,0.214989,Joy
One of the best musicals ever.,0.023984,0.020768,0.019094,0.796716,0.052904,Joy
The three Busby Berkely numbers that end the movie are spectacular but what makes this film so wonderful is the incredible nonstop patter and the natural acting of Cagney and Blondell.,0.142487,0.151349,0.046535,0.478348,0.074842,Joy
Keeler is also lovely even though she may not have been a great actress.,0.011952,0.041974,0.084461,0.723487,0.034276,Joy
Theres a freshness in the movie that you dont see in flicks today much less in the usually stilted 30s films even though the plot involving the setting up of movies prologues is quite dated.,0.182696,0.154656,0.466064,0.054087,0.234814,Fear
Movie comedies nowadays are generally 100 minutes of toilet humor foul language and groinkicking.,0.180897,0.66634,0.087255,0.011861,0.2124,Disgust
Modern comedies appeal to the lowest common denominator the undemanding and slow of brain.,0.156368,0.182051,0.286494,0.002341,0.527016,Sadness
Sure an occasional good comedy will come along but theyre becoming rarer all the time.,0.062667,0.010332,0.028971,0.550962,0.18552,Joy
Blandings Buildings his Dream House shows what 1940s Hollywood was capable of and its just screamingly funny.,0.022788,0.06962,0.151819,0.57176,0.052815,Joy
Jim and Muriel Blandings Cary Grant and Myrna Loy decide to build a house in the Connecticut suburbs.,0.115899,0.102014,0.175488,0.442326,0.056122,Joy
The film follows their story beginning with house hunting trips the houses riotous construction all the way to the finished homewith its zuzzzuzz water softener.,0.1694,0.111515,0.454614,0.187132,0.052079,Fear
Grant and Loy are perfect for their roles of course Grant is particularly funny as he watches the houses costs zoom out of control.,0.074951,0.03741,0.061761,0.720659,0.01508,Joy
However the film is stolen by the Blandings wise attorney played to perfection by Melvyn Douglas.,0.226515,0.114954,0.063123,0.359933,0.139454,Joy
Managing to steal every scene hes in Douglas is understatedly hilarious while he watches the Blandings lurch from crisis to crisis.,0.369125,0.383654,0.162824,0.035699,0.228096,Disgust
Reginald Denny as the Blandings harried architect and Harry Shannon as the crusty old water well driller are also wonderful.,0.161717,0.524226,0.016661,0.212786,0.063021,Disgust
Ive watched this movie numerous times and it always makes me laugh.,0.079111,0.033724,0.028698,0.52603,0.178179,Joy
I think its a good film to watch when you need a lift whether youre building a house or not.,0.029301,0.211678,0.118616,0.294566,0.237991,Joy
This quartet of twentysomething characters are living in a nightmare.,0.091138,0.193435,0.562378,0.049404,0.19273,Fear
Apparently a viral pandemicwhich codirectors  coscenarists Alex Pastor and David Pastor tell us absolutely nothing abouthas devastated America.,0.141506,0.514066,0.158801,0.034968,0.293605,Disgust
Naturally the lack of exposition shaves off at least fifteen minutes that would have slowed down this cynical melodrama about how humans degenerate in a crisis and become their own worst enemies.,0.489477,0.152306,0.086775,0.000102,0.451351,Anger
This lethal virus gives you the shingles and then you bleed and die.,0.064548,0.190504,0.476955,0.001442,0.409787,Fear
Most everybody runs around wearing those white masks strapped to their nose and mouth by a thin rubber band.,0.14642,0.522962,0.199812,0.069435,0.174022,Disgust
Brian swerves around Frank when he tries to waylay them but in the process the oil pan in their Mercedes ruptures and they wind up on foot.,0.070823,0.116545,0.471361,0.081398,0.282999,Fear
Reluctantly they hitch a ride with Frank after they seal Jodie up in the rear of the SUV.,0.084856,0.135929,0.076325,0.301616,0.283572,Joy
She wears a mask over her nose and mouth and it is speckled with blood.,0.162223,0.755728,0.143315,0.014626,0.078337,Disgust
Frank has heard that doctors are curing ailing people at a hospital and they head to it.,0.074982,0.184669,0.177503,0.004335,0.674682,Sadness
Sadly somebody has lied to Frank.,0.106955,0.223805,0.076999,0.002749,0.713905,Sadness
The hospital physician is giving the last couple of kids some KoolAid that will put them out of their misery.,0.174084,0.283751,0.060706,0.009638,0.610846,Sadness
The cure did not improve their condition.,0.113657,0.097214,0.093368,0.349101,0.228833,Joy
Everybody else in town is dead.,0.159087,0.130004,0.134053,0.02727,0.640721,Sadness
Kate tries without success to get a dial tone on every phone.,0.215825,0.071698,0.227997,0.154221,0.313204,Sadness
Frank realizes that there is no hope for his daughter and he lets the heroic quartet appropriate his SUV and take off.,0.090028,0.182794,0.335195,0.195548,0.162888,Fear
Indeed Carriers qualifies as a relentlessly depressing movie about the effects of a pandemic on four sympathetic people who degenerate into homicidal murderers to protect themselves.,0.058183,0.276252,0.088095,0.002507,0.694125,Sadness
They reach a country club and frolic around on a golf course until another four show up in suits and masks with pumpaction shotguns.,0.069537,0.179703,0.010882,0.447233,0.169373,Joy
Incredibly our protagonists manage to escape without getting shot but Brian has a scare when he almost falls into the water with a floating corpse.,0.107385,0.150729,0.757808,0.001566,0.114755,Fear
Eventually they discover that one of them has become infected.,0.221188,0.232681,0.082102,0.119538,0.372717,Sadness
Later as they are about to run out of gas Brian blocks the highway like Frank did at the outset.,0.233772,0.135027,0.168401,0.160372,0.298985,Sadness
Danny tries to stop a pair of older Christian women driving the car.,0.368362,0.483153,0.175977,0.007277,0.190098,Disgust
Danny lies that his pregnant wife is about to give birth and he needs their help.,0.208327,0.173854,0.129437,0.017038,0.594102,Sadness
Brian throws caution to the wind and blasts away at the ladies with his automatic pistol when they refuse to help them.,0.283148,0.434274,0.199985,0.003318,0.295687,Disgust
Brian catches a slug in the leg from the passenger but he kills her.,0.171731,0.422356,0.200598,0.008575,0.379773,Disgust
NoCarriers is not a beer  pizza movie that you can either laugh off or laugh with because the humor is virtually nonexistent.,0.031034,0.06429,0.022919,0.671682,0.089817,Joy
By the end of this 84minute movie our heroes have turned into villains who only care only for themselves and their plight.,0.052366,0.068338,0.020167,0.058123,0.779447,Sadness
As Bobby she makes tragic the mistake of showing compassion to a dying little girl and pays an awful price.,0.084376,0.385048,0.099737,0.000786,0.583096,Sadness
It is a testament to Pines performance that he can change his character to the point of putting himself before others.,0.206265,0.156017,0.022201,0.187629,0.38217,Sadness
Essentially Pine has the only role that gives him the ability to pull a oneeighty from happygolucky guy to heartless guy.,0.186704,0.380753,0.234477,0.024117,0.335342,Disgust
The two directors are Spanish brothers and they never let the momentum flag.,0.12498,0.255596,0.076026,0.224646,0.271584,Sadness
Since there is no relief in sight Carriers sinks into predictability.,0.13456,0.122835,0.175926,0.010524,0.666512,Sadness
Irrversible cinematographer Benot Debie does a fantastic job with his widescreen lensing and as unsavory as this road trip becomes Debie makes it look like a dynamic film.,0.045872,0.028897,0.122496,0.596014,0.072548,Joy
Aside from the lack of a happy ending or closure in any sense of the word Carriers suffers because it is so horribly cynical.,0.122292,0.045954,0.096172,0.058656,0.684003,Sadness
The scene when the German shepherd attacks Danny conjures up the most suspense but even it could have been improved.,0.15834,0.433372,0.31827,0.013789,0.259562,Disgust
Unfortunately the Pastor brothers do not scare up either much tension or suspense.,0.173194,0.077463,0.392648,0.019797,0.450551,Sadness
By fadeout you really dont care what happens to anybody.,0.226643,0.17921,0.098145,0.008821,0.626962,Sadness
Ripping this movie apart is like shooting fish in a barrel.,0.06784,0.280901,0.060294,0.00879,0.691898,Sadness
Its too easy.,0.072335,0.064992,0.091991,0.497097,0.132432,Joy
So Im going to challenge myself to acknowledge the positive aspects of Little Man.,0.050336,0.414252,0.112142,0.29561,0.060877,Disgust
First Im impressed with the special effects.,0.037286,0.029403,0.10992,0.495777,0.168178,Joy
It really did look like Marlon Wayans head was attached to the body of a little person.,0.112756,0.353558,0.165755,0.130481,0.266516,Disgust
I never doubted it for a minute.,0.367707,0.117596,0.144091,0.05993,0.404196,Sadness
Secondly I loved some of the unexpected cameos.,0.023349,0.013786,0.032375,0.651329,0.1351,Joy
David Alan Grier played an annoying restaurant singer and his renditions of Havin My Baby and Movin On Up were priceless.,0.20119,0.192058,0.103954,0.36699,0.059629,Joy
So that was fun.,0.008287,0.00302,0.005719,0.903282,0.031637,Joy
Beyond that this movie is about as believable as White Chicks.,0.196265,0.446613,0.073198,0.094194,0.2629,Disgust
And please if youre stupid enough to waste 8 on this movie at least do me a favor and DO NOT bring your children.,0.608276,0.162658,0.112073,0.00099,0.300842,Anger
This movie is way too sexual for small children lots of jokes and innuendo about sex going down eating out etc.  and I felt embarrassed for the parents who brought their kids to the screening I was forced to endure.,0.057856,0.834744,0.048947,0.00287,0.157546,Disgust
If you insist on seeing an idiotic film as least spare your children the pain and suffering.,0.267859,0.2164,0.083324,0.000575,0.595817,Sadness
Whenever I see most reviews its called a misfire for Eddie Murphy.,0.111753,0.072224,0.1234,0.370494,0.198304,Joy
These critics want to take a look at some of the stuff hes doing these days and maybe soften their stance in retrospect.,0.100687,0.12824,0.270393,0.091078,0.429192,Sadness
The Golden Child is not highbrow entertainment but thanks to some of the cast it breaths new life into old clichs and gives Murphy one of his best roles.,0.023948,0.017833,0.010653,0.877847,0.019517,Joy
I dont understand the pervading lack of love for its efforts at all.,0.421413,0.216241,0.128269,0.047673,0.315801,Anger
Perhaps it was released at a time when the establishment had grown weary of knockabout thrillaminute adventures Steven Spielberg started it with Indiana Jones.,0.041661,0.082784,0.11471,0.246082,0.393471,Sadness
its unfair to make this one a scapegoat when what is possibly its biggest sin is also utterly harmless.,0.212049,0.284319,0.170613,0.017254,0.466121,Sadness
Theres nothing necessarily wrong with trying to capitalise on trends.,0.095671,0.350369,0.149889,0.141384,0.280518,Disgust
Yes its silly but even an occasional observer should be able to understand that ridiculous is where Hollywoods idea of mysticism begins and ends.,0.280209,0.197165,0.037382,0.028184,0.572569,Sadness
Whats more important than believability with a story like this is that the audience have entertaining tour guides on hand to show them the mysterious sights.,0.01681,0.056158,0.047364,0.570007,0.156751,Joy
Michael Ritchie and Eddie Murphy fit the bill for this capacity just fine.,0.169062,0.120008,0.125358,0.311359,0.187073,Joy
My advice to you is to buy the ticket and take the ride.,0.141477,0.128558,0.062915,0.183465,0.417939,Sadness
An excellent example of cowboy noir as its been called in which unemployed Michael Nicolas Cage loses out on a job because he insists on being honest hes got a bum leg.,0.436682,0.233776,0.274964,0.017377,0.231766,Anger
With really nothing else he can do he decides that for once hes going to lie.,0.408518,0.100106,0.323918,0.005028,0.341966,Anger
When he walks into a bar and the owner Wayne the late great J. Walsh mistakes him for a hitman whom Wayne has hired to do in his sexy young wife Suzanne Lara Flynn Boyle in fine form Michael plays along and accepts Waynes money.,0.083073,0.07787,0.057284,0.463892,0.17506,Joy
Red Rock West gets a lot out of the locations.,0.112402,0.042188,0.055916,0.395895,0.244178,Joy
Its also an amusing idea of the kind of trouble an honest person could get into if they decided to abandon their principles and give in to any level of temptation.,0.171512,0.410633,0.254561,0.027482,0.296592,Disgust
Its an appreciably dark and twistladen story with an assortment of main characters that are if not corrupt have at least been morally compromised like Michael.,0.052336,0.200704,0.300772,0.002996,0.570514,Sadness
The lighting by cinematographer Marc Reshovsky is superb in its moodiness.,0.098069,0.083561,0.083386,0.464645,0.137951,Joy
even the climax set in a graveyard lends a nice morbid quality to the whole thing.,0.068848,0.057402,0.029836,0.580267,0.126651,Joy
Even if the writing isnt particularly logical or credible the film has a nice way of intriguing the viewer and just drawing them right in.,0.071038,0.136903,0.054001,0.525156,0.091205,Joy
Cage does a good job in the lead but his costars have a grand old time sinking their teeth into their meaty and greedmotivated characters.,0.083943,0.224553,0.185047,0.108965,0.404028,Sadness
Hopper Boyle and Walsh are all fun to watch in these parts.,0.010634,0.025059,0.004839,0.690437,0.133266,Joy
Its quite a good little film worth checking out.,0.045713,0.044249,0.057993,0.710931,0.039623,Joy
It moves forward at an impressive pace and if nothing else is certainly never boring.,0.154377,0.032149,0.208484,0.259273,0.244209,Joy
I make just one apology for this film there are far far too many wide angle closeups and if they irritate you beyond endurance fair enough.,0.610429,0.213219,0.105185,0.073191,0.103589,Anger
They drove ME barmy for the first ten minutes or so.,0.238041,0.066063,0.185947,0.313349,0.113026,Joy
But after that I made a kind of a truce with the terrible cinematography.,0.439753,0.34378,0.165772,0.012266,0.250101,Anger
and long before the end of the film I had ceased to care.,0.119215,0.245963,0.073677,0.087563,0.500874,Sadness
This is too rich a comedy to be destroyed so easily.,0.360449,0.079137,0.057386,0.105417,0.416209,Sadness
Mystery Men is in fact not only funnier not only more clever but also deeper than anyone seems to have given it credit for being.,0.048747,0.31159,0.071231,0.132491,0.423719,Sadness
The jokes in the Austin Powers movies for instance as well as being less funny than the jokes here are also much more toothless.,0.177108,0.441258,0.13914,0.147591,0.129034,Disgust
The satire of Mystery Men bites when theres something worth biting and gnaws gently when there isnt.,0.10526,0.53339,0.195803,0.075782,0.179377,Disgust
It doesnt mock just any old thing.,0.103902,0.238908,0.211895,0.070826,0.428403,Sadness
Which is why contrary to what some I must regard them as unobservant critics have said it never runs out of ideas.,0.103582,0.12941,0.180207,0.014,0.666193,Sadness
The super heroes are an attractive bunch.,0.183698,0.075988,0.026725,0.511928,0.087217,Joy
Sure theyre secondrate but theyre not merely second rate.,0.166161,0.139517,0.129249,0.204204,0.311596,Sadness
The Blue Rajah for instance does nothing but throw cutlery at people and he isnt THAT good at it.,0.249205,0.166637,0.24286,0.006735,0.495834,Sadness
On the other hand neither is he comically bad.,0.165874,0.031289,0.11957,0.205989,0.400303,Sadness
Hes better in his limited field than most people and he DOES practise diligently.,0.250289,0.157819,0.064365,0.141404,0.382435,Sadness
Hes not a buffoon which makes him a much funnier character than if he was.,0.066182,0.084646,0.04916,0.559559,0.108915,Joy
If Superman is Christ in a cape the Mystery Men are all the minor demigods from the foothills of Mount Olympus in capes.,0.048993,0.275556,0.044391,0.412992,0.108638,Joy
also much more endearing.,0.048364,0.214024,0.130978,0.328232,0.179677,Joy
I saw this at the Mill Valley Film Festival.,0.101385,0.435347,0.057718,0.183687,0.203189,Disgust
Hard to believe this is Ms. Bloms directorial debut it is beautifully paced and performed.,0.170668,0.089105,0.157038,0.131051,0.428658,Sadness
Large cast of characters could be out of an Anne Tyler novel i. they are layered with back story and potential futures there are no false notes surprising bursts of humor amidst selfinflicted anxiety and very real if not earthshattering dilemmas.,0.088726,0.131913,0.500704,0.08451,0.221895,Fear
If you saw The Best of Youth you will recognize how well drawn the characters are through small moments even as the story moves briskly along.,0.012837,0.030039,0.023271,0.530681,0.22777,Joy
I really hope this gets distribution in the USA.,0.134992,0.123349,0.387573,0.218129,0.090653,Fear
I live in a fairly sophisticated film market yet we rarely get Swedish films of any kind.,0.216968,0.15216,0.119554,0.327998,0.113174,Joy
Clara Bow Hula Calhoun is daughter of plantation owner Albert Gran Bill Calhoun who is mainly interested in playing cards and boozing with friends.,0.225869,0.226908,0.077309,0.12154,0.37361,Sadness
Shes interested in riding in the countryside until engineer Clive Brook Anthony Haldane shows up to build a dam.,0.291672,0.434188,0.088924,0.055829,0.256331,Disgust
One of her fathers friends Arlette Marchal Mrs. Bane then competes for his attentions.,0.255186,0.109832,0.154589,0.01811,0.57802,Sadness
His wife Maude Truax Margaret Haldane shows up for the contrived finale.,0.209027,0.170635,0.080157,0.116812,0.433582,Sadness
Lots of precode elements like nude bathing.,0.049833,0.280922,0.154788,0.276569,0.163384,Disgust
Wonderful location shooting in Hawaii.,0.13668,0.068238,0.034425,0.532093,0.1043,Joy
20 out of 10 This is a truly wonderful story about a wartime evacuee and a curmudgeonly carpenter Tom Oakley.,0.028042,0.059115,0.009408,0.730017,0.070065,Joy
The boy William Beech is billeted with Tom and it is immediately apparent that he has serious issues when he wets his bed on the first night.,0.242051,0.374489,0.142483,0.080914,0.257729,Disgust
William is illiterate and frightened but somehow the two find solace in each others loneliness.,0.019185,0.074775,0.315545,0.012929,0.637892,Sadness
It transpires that William has a talent as an artist and we see Toms talent as a choirmaster in an amusing rendition of Jerusalem.,0.053986,0.100135,0.046428,0.52757,0.134505,Joy
Just as he is settling down William is recalled back to London by his mother and it is here we see why he is so screwed up.,0.093866,0.17269,0.07812,0.156494,0.450537,Sadness
His mother is clearly mentally sick and when Tom doesnt hear from William he travels to London to look for him.,0.095251,0.407181,0.097358,0.026803,0.492105,Sadness
He finally finds him holding his dead baby sister where he has been tied up in a cellar.,0.114914,0.107595,0.088292,0.413201,0.153154,Joy
After a period in hospital Tom realises he must kidnap him and take him home with him.,0.124396,0.145315,0.263723,0.01081,0.57963,Sadness
The climax is a bittersweet ending when William is told he is to be adopted by Tom while at the same time learning his best friend Zacharias has been killed in an air raid in London.,0.083621,0.116722,0.11183,0.24045,0.348252,Sadness
For me one of the most moving scenes was when Tom was talking to a official from the Home Office.,0.071058,0.332594,0.056738,0.055043,0.548823,Sadness
I love im an for what its worth I think he loves me too.,0.003854,0.003949,0.003877,0.932683,0.021621,Joy
It just doesnt get better that that does it.,0.313546,0.139321,0.155974,0.118425,0.31037,Anger
Oh a vaguely once famous actress in a film where she plays a mother to a child .,0.116824,0.44578,0.087924,0.129145,0.245537,Disgust
Its being shown on BBC 1 at half past midnight  I wonder if .,0.099604,0.336608,0.459385,0.033151,0.206616,Fear
And its young Sam I feel sorry for  not only are his parents divorced but hes as thick as two short planks .,0.103152,0.092015,0.236919,0.002303,0.675191,Sadness
If only our own childhoods were so innocent  ah well as Orwell said  Ignorance is strength  .,0.137424,0.031343,0.081395,0.240673,0.397839,Sadness
Oh hold on Sam is suddenly an expert on marine life  Is this character development or poor scripting  I know what one my moneys on .,0.314068,0.09551,0.266162,0.004908,0.47707,Sadness
Then theres a final plot twist that left me feeling like an idiot for watching this.,0.279392,0.139189,0.223342,0.013766,0.489735,Sadness
The anime that got me hooked on anime.,0.112529,0.126905,0.123677,0.07069,0.588953,Sadness
Set in the year 2010 hey thats not too far away now the Earth is now poison gas wasteland of pollution and violence.,0.43768,0.189548,0.075051,0.024592,0.419954,Anger
Seeing as how the tank cops often destroy half the city while chasing the bad guys and use extreme violence to capture them theyre not very well liked by the people.,0.36665,0.36629,0.157376,0.000506,0.330236,Anger
The villains are a cyborg named Buaku whos got a mysterious past thats connected with a project known as Green Peace his gang and his two sexy cat cyborg sidekicks Anna  Uni Puma.,0.026418,0.08535,0.135906,0.487355,0.120845,Joy
The story however was uncompleted in the anime and was finished up in a cult comic Manga book thats very hard to find.,0.059637,0.219814,0.100114,0.073077,0.57127,Sadness
This is the kind of thing that if you were going to make a movie of it youd better go get Quentin Tarantino.,0.055501,0.073716,0.125749,0.421946,0.178375,Joy
Uneven in places but still a lot of fun.,0.040206,0.039482,0.041837,0.53418,0.18377,Joy
Followed by New Dominion Tank Police.,0.207684,0.101056,0.299237,0.249897,0.090695,Fear
This movie portrays Ruth as a womanizing hard drinking gambling overeating sports figure with a little baseball thrown in.,0.336395,0.285796,0.091337,0.022464,0.422236,Sadness
Babe Ruths early life was quite interesting and this was for all intents and purposes was omitted in this film.,0.0471,0.030207,0.078084,0.638702,0.078145,Joy
Also Lou Gehrig was barely covered and this was a well know relationship good bad or indifferent it should have been covered better than it was.,0.055082,0.083585,0.126753,0.166229,0.491929,Sadness
His life was more than all bad.,0.125103,0.106469,0.254207,0.011549,0.615417,Sadness
He was an American hero an icon that a lot of baseball greats patterned their lives after.,0.019007,0.026952,0.013753,0.668972,0.133078,Joy
I feel that I am being fair to the memory of a great baseball player that this film completely ignored.,0.09081,0.085567,0.023453,0.174374,0.536035,Sadness
Shame on the makers of this film for capitalizing on his faults and not his greatness.,0.304117,0.491249,0.09336,0.008874,0.303946,Disgust
I saw The Glacier Fox in the theatre when I was nine years old  I bugged my parents to take me back three times.,0.118039,0.672391,0.146682,0.006789,0.218928,Disgust
and shown regularly.,0.128704,0.17407,0.114612,0.214424,0.307174,Sadness
It is a fascinating film that draws you into the story of the life struggle of a family of foxes in northern Japan narrated by a wise old tree.,0.085912,0.237427,0.032748,0.338805,0.200405,Joy
The excellent soundtrack compliments the film well.,0.033369,0.041485,0.03223,0.769694,0.036609,Joy
It would be a good seller today better than many of the weak offerings to childrens movies today.,0.104992,0.020959,0.072071,0.216406,0.466495,Sadness
This film was more effective in persuading me of a Zionist conspiracy than a Muslim one.,0.226398,0.414959,0.260462,0.040233,0.213287,Disgust
And Im Jewish.,0.175236,0.140816,0.163975,0.183339,0.308671,Sadness
Anbody go to journalism school Read an editorial Freshman year rhetoric These alarmist assertions presented in a palatable way might prove persuasive.,0.119068,0.127693,0.144696,0.42947,0.071648,Joy
But by offering no acknowledgment of possible opposing arguments nor viable or any at all solutions few sources and each of dubious origin makes the argument an ineffectual diatribe.,0.44098,0.169693,0.131519,0.054235,0.310694,Anger
And thank goodness for that  I wouldnt want anyone to leave the theatre BELIEVING any of this racist claptrap.,0.374784,0.26864,0.032644,0.158524,0.196114,Anger
A good lesson for me  and hopefully a cautionary tale for you  to actually read about a film before seeing it.,0.036016,0.10722,0.225029,0.468309,0.037239,Joy
If you liked the first two films then Im sorry to say youre not going to like this one.,0.091241,0.275353,0.195004,0.005855,0.574135,Sadness
This is the really rubbish and unnecessary straight to video probably TV made sequel.,0.246718,0.555678,0.044032,0.017952,0.306603,Disgust
The still idiotic but nice scientist Wayne Szalinski Rick Moranis is still living with his family and he has his own company Szalinski Inc. Unfortunately his wife wants to get rid of a statue Wayne is so stupid he shrinks his statue and himself with his brother.,0.575443,0.3425,0.051589,0.009209,0.21619,Anger
Then he shrinks his wife and sisterinlaw too.,0.191491,0.300501,0.267304,0.037904,0.338129,Sadness
Now the adults have to find a way to get the kids of the house to get them bigger.,0.102323,0.199978,0.300657,0.13936,0.257084,Fear
